,loss_1_name,loss_2_name,loss_3_name,loss_4_name,loss_5_name,win_1_name,win_2_name,win_3_name,win_4_name,win_5_name
212,Phoenix,Kunkka,Ogre Magi,Faceless Void,Beastmaster,Nature's Prophet,Ember Spirit,Jakiro,Ursa,Outworld Devourer
213,Nature's Prophet,Earth Spirit,Undying,Drow Ranger,Puck,Doom,Winter Wyvern,Tusk,Naga Siren,Windranger
214,Magnus,Enchantress,Tiny,Sand King,Troll Warlord,Vengeful Spirit,Winter Wyvern,Doom,Slark,Venomancer
215,Witch Doctor,Mirana,Terrorblade,Shadow Fiend,Mars,Ogre Magi,Void Spirit,Phoenix,Timbersaw,Faceless Void
216,Disruptor,Ursa,Tusk,Abaddon,Tiny,Vengeful Spirit,Doom,Batrider,Troll Warlord,Invoker
217,Phoenix,Clockwerk,Jakiro,Anti-Mage,Storm Spirit,Earth Spirit,Phantom Lancer,Batrider,Enchantress,Magnus
218,Vengeful Spirit,Rubick,Mars,Queen of Pain,Slark,Mirana,Jakiro,Void Spirit,Spectre,Dragon Knight
219,Enchantress,Templar Assassin,Pangolier,Tidehunter,Ursa,Beastmaster,Nature's Prophet,Bane,Leshrac,Windranger
220,Jakiro,Sven,Mirana,Lina,Slardar,Tusk,Rubick,Tidehunter,Templar Assassin,Clinkz
221,Snapfire,Earth Spirit,Venomancer,Phantom Lancer,Abaddon,Elder Titan,Faceless Void,Mirana,Mars,Zeus
222,Phoenix,Mars,Ancient Apparition,Phantom Lancer,Puck,Mirana,Morphling,Witch Doctor,Earthshaker,Kunkka
223,Tusk,Centaur Warrunner,Shadow Shaman,Spectre,Queen of Pain,Doom,Grimstroke,Earth Spirit,Dark Seer,Troll Warlord
224,Doom,Earth Spirit,Vengeful Spirit,Monkey King,Venomancer,Tusk,Rubick,Faceless Void,Slardar,Arc Warden
225,Disruptor,Earthshaker,Zeus,Faceless Void,Viper,Mirana,Shadow Demon,Templar Assassin,Wraith King,Doom
226,Snapfire,Void Spirit,Disruptor,Naga Siren,Doom,Elder Titan,Shadow Shaman,Mars,Leshrac,Dragon Knight
227,Ogre Magi,Nature's Prophet,Shadow Shaman,Anti-Mage,Weaver,Phoenix,Faceless Void,Clockwerk,Slardar,Void Spirit
228,Phoenix,Tidehunter,Treant Protector,Phantom Lancer,Ember Spirit,Vengeful Spirit,Snapfire,Morphling,Pangolier,Void Spirit
229,Phoenix,Shadow Demon,Centaur Warrunner,Spectre,Tiny,Vengeful Spirit,Weaver,Mars,Rubick,Invoker
230,Earthshaker,Terrorblade,Oracle,Void Spirit,Centaur Warrunner,Queen of Pain,Clockwerk,Tidehunter,Rubick,Drow Ranger
231,Vengeful Spirit,Mirana,Faceless Void,Invoker,Undying,Phoenix,Mars,Bane,Wraith King,Lina
232,Phoenix,Bane,Ursa,Ember Spirit,Lone Druid,Mirana,Anti-Mage,Clockwerk,Venomancer,Lina
233,Phoenix,Bane,Dragon Knight,Kunkka,Slark,Earthshaker,Queen of Pain,Oracle,Terrorblade,Beastmaster
234,Phoenix,Disruptor,Ursa,Axe,Juggernaut,Mirana,Mars,Void Spirit,Oracle,Wraith King
235,Queen of Pain,Mars,Nyx Assassin,Nature's Prophet,Doom,Phoenix,Dragon Knight,Puck,Treant Protector,Ursa
236,Nyx Assassin,Puck,Phantom Lancer,Dazzle,Undying,Queen of Pain,Tusk,Earthshaker,Underlord,Nature's Prophet
237,Io,Gyrocopter,Disruptor,Storm Spirit,Pangolier,Winter Wyvern,Morphling,Tidehunter,Shadow Demon,Ember Spirit
238,Io,Gyrocopter,Earth Spirit,Batrider,Viper,Winter Wyvern,Morphling,Centaur Warrunner,Disruptor,Weaver
239,Ancient Apparition,Spectre,Invoker,Beastmaster,Dragon Knight,Io,Sven,Earth Spirit,Omniknight,Queen of Pain
240,Vengeful Spirit,Drow Ranger,Abaddon,Tiny,Death Prophet,Doom,Grimstroke,Tusk,Dark Seer,Riki
241,Shadow Demon,Spectre,Sand King,Zeus,Underlord,Tiny,Abaddon,Magnus,Rubick,Juggernaut
242,Phoenix,Earthshaker,Disruptor,Outworld Devourer,Nature's Prophet,Faceless Void,Rubick,Mars,Snapfire,Sniper
243,Mars,Dark Willow,Elder Titan,Spectre,Queen of Pain,Io,Gyrocopter,Rubick,Brewmaster,Invoker
244,Clockwerk,Snapfire,Lina,Brewmaster,Spectre,Phoenix,Terrorblade,Enchantress,Kunkka,Doom
245,Phoenix,Faceless Void,Tusk,Invoker,Morphling,Void Spirit,Terrorblade,Shadow Demon,Legion Commander,Ancient Apparition
246,Shadow Demon,Terrorblade,Ember Spirit,Tusk,Lycan,Earthshaker,Queen of Pain,Disruptor,Troll Warlord,Timbersaw
247,Mars,Mirana,Ogre Magi,Nature's Prophet,Slardar,Phoenix,Earthshaker,Disruptor,Anti-Mage,Kunkka
248,Phoenix,Clockwerk,Beastmaster,Ember Spirit,Phantom Assassin,Mirana,Anti-Mage,Bane,Chen,Doom
249,Vengeful Spirit,Arc Warden,Rubick,Elder Titan,Ancient Apparition,Doom,Undying,Windranger,Void Spirit,Morphling
250,Rubick,Lifestealer,Chen,Underlord,Leshrac,Oracle,Doom,Windranger,Slark,Pangolier
251,Phoenix,Arc Warden,Mars,Puck,Enchantress,Vengeful Spirit,Morphling,Windranger,Void Spirit,Nature's Prophet
252,Tiny,Enchantress,Windranger,Spectre,Puck,Oracle,Batrider,Earthshaker,Morphling,Kunkka
253,Shadow Shaman,Axe,Tidehunter,Venomancer,Tinker,Earthshaker,Sand King,Dragon Knight,Bane,Dazzle
254,Windranger,Ember Spirit,Warlock,Bloodseeker,Broodmother,Phoenix,Mars,Dark Willow,Morphling,Silencer
255,Bloodseeker,Medusa,Oracle,Batrider,Enigma,Tiny,Undying,Nyx Assassin,Morphling,Death Prophet
256,Phoenix,Void Spirit,Oracle,Morphling,Death Prophet,Doom,Grimstroke,Dark Willow,Pangolier,Slark
257,Tiny,Faceless Void,Lich,Storm Spirit,Pangolier,Oracle,Batrider,Clockwerk,Phantom Lancer,Silencer
258,Tiny,Oracle,Invoker,Batrider,Chaos Knight,Rubick,Spectre,Witch Doctor,Nature's Prophet,Legion Commander
259,Tiny,Vengeful Spirit,Puck,Alchemist,Dark Seer,Phoenix,Mars,Dark Willow,Phantom Lancer,Kunkka
260,Clockwerk,Nature's Prophet,Faceless Void,Queen of Pain,Underlord,Tiny,Grimstroke,Invoker,Venomancer,Chaos Knight
261,Oracle,Sven,Slardar,Viper,Shadow Fiend,Doom,Grimstroke,Dark Willow,Morphling,Nature's Prophet
262,Warlock,Venomancer,Rubick,Juggernaut,Morphling,Tiny,Batrider,Oracle,Terrorblade,Invoker
263,Warlock,Queen of Pain,Rubick,Abaddon,Sven,Doom,Batrider,Oracle,Terrorblade,Earth Spirit
264,Rubick,Invoker,Witch Doctor,Lifestealer,Enigma,Doom,Grimstroke,Clockwerk,Morphling,Visage
265,Dark Seer,Invoker,Spirit Breaker,Jakiro,Spectre,Tiny,Oracle,Elder Titan,Lifestealer,Mirana
266,Enchantress,Lifestealer,Venomancer,Spirit Breaker,Invoker,Phoenix,Clockwerk,Bane,Terrorblade,Ember Spirit
267,Oracle,Earth Spirit,Lifestealer,Timbersaw,Invoker,Rubick,Pangolier,Vengeful Spirit,Drow Ranger,Nature's Prophet
268,Clockwerk,Magnus,Io,Gyrocopter,Grimstroke,Phoenix,Bane,Pangolier,Slark,Nature's Prophet
269,Magnus,Spectre,Windranger,Snapfire,Broodmother,Phoenix,Rubick,Batrider,Lifestealer,Death Prophet
270,Ember Spirit,Keeper of the Light,Jakiro,Phantom Lancer,Magnus,Vengeful Spirit,Terrorblade,Earthshaker,Void Spirit,Dark Seer
271,Bane,Pangolier,Rubick,Queen of Pain,Slark,Nature's Prophet,Earthshaker,Grimstroke,Morphling,Faceless Void
272,Rubick,Batrider,Oracle,Terrorblade,Shadow Fiend,Ember Spirit,Doom,Abaddon,Vengeful Spirit,Lina
273,Phoenix,Mars,Oracle,Ursa,Razor,Bane,Lifestealer,Ember Spirit,Keeper of the Light,Mirana
274,Weaver,Lich,Spectre,Queen of Pain,Slardar,Phoenix,Ember Spirit,Keeper of the Light,Kunkka,Anti-Mage
275,Phoenix,Void Spirit,Grimstroke,Necrophos,Faceless Void,Bane,Lifestealer,Ember Spirit,Keeper of the Light,Viper
276,Pangolier,Void Spirit,Nature's Prophet,Disruptor,Alchemist,Queen of Pain,Rubick,Grimstroke,Phantom Lancer,Bloodseeker
277,Phoenix,Mars,Jakiro,Phantom Lancer,Dragon Knight,Beastmaster,Earthshaker,Enchantress,Anti-Mage,Lina
278,Witch Doctor,Kunkka,Earth Spirit,Ursa,Venomancer,Nature's Prophet,Rubick,Jakiro,Morphling,Mars
279,Phoenix,Faceless Void,Leshrac,Underlord,Windranger,Magnus,Lina,Elder Titan,Anti-Mage,Kunkka
280,Vengeful Spirit,Drow Ranger,Mars,Elder Titan,Leshrac,Phoenix,Magnus,Rubick,Phantom Lancer,Bloodseeker
281,Windranger,Lifestealer,Disruptor,Mars,Pugna,Undying,Dark Willow,Slardar,Phantom Assassin,Visage
282,Vengeful Spirit,Terrorblade,Shadow Demon,Centaur Warrunner,Lina,Doom,Windranger,Jakiro,Naga Siren,Kunkka
283,Oracle,Morphling,Lina,Sand King,Queen of Pain,Doom,Crystal Maiden,Rubick,Spectre,Beastmaster
284,Void Spirit,Treant Protector,Clockwerk,Lycan,Night Stalker,Nyx Assassin,Zeus,Elder Titan,Morphling,Underlord
285,Phoenix,Nature's Prophet,Tusk,Death Prophet,Spectre,Earthshaker,Bane,Doom,Weaver,Puck
286,Nature's Prophet,Nyx Assassin,Anti-Mage,Bane,Necrophos,Queen of Pain,Earthshaker,Centaur Warrunner,Naga Siren,Elder Titan
287,Phoenix,Clockwerk,Brewmaster,Zeus,Spectre,Treant Protector,Snapfire,Terrorblade,Void Spirit,Visage
288,Mars,Puck,Earthshaker,Nature's Prophet,Terrorblade,Phoenix,Queen of Pain,Bane,Dragon Knight,Kunkka
289,Ember Spirit,Keeper of the Light,Mirana,Sand King,Spectre,Clockwerk,Queen of Pain,Skywrath Mage,Lifestealer,Mars
290,Shadow Demon,Terrorblade,Pangolier,Puck,Bristleback,Vengeful Spirit,Void Spirit,Grimstroke,Morphling,Night Stalker
291,Void Spirit,Nature's Prophet,Spectre,Puck,Weaver,Clockwerk,Phantom Lancer,Tusk,Witch Doctor,Dragon Knight
292,Bloodseeker,Windranger,Pugna,Arc Warden,Void Spirit,Sand King,Shadow Demon,Crystal Maiden,Drow Ranger,Dragon Knight
293,Dark Willow,Sand King,Warlock,Spectre,Queen of Pain,Phoenix,Mars,Oracle,Troll Warlord,Void Spirit
294,Phoenix,Tiny,Oracle,Death Prophet,Leshrac,Vengeful Spirit,Medusa,Elder Titan,Void Spirit,Nature's Prophet
295,Phoenix,Tiny,Dark Seer,Spectre,Zeus,Rubick,Arc Warden,Undying,Bloodseeker,Void Spirit
296,Tiny,Warlock,Puck,Storm Spirit,Faceless Void,Shadow Demon,Terrorblade,Sand King,Nature's Prophet,Beastmaster
297,Earth Spirit,Dark Seer,Grimstroke,Riki,Zeus,Rubick,Magnus,Sven,Slardar,Snapfire
298,Phoenix,Mars,Bane,Void Spirit,Morphling,Tiny,Juggernaut,Io,Spirit Breaker,Mirana
299,Ember Spirit,Enchantress,Rubick,Clinkz,Lycan,Phoenix,Shadow Demon,Earth Spirit,Spectre,Invoker
300,Enchantress,Dark Seer,Elder Titan,Spectre,Invoker,Rubick,Magnus,Keeper of the Light,Viper,Faceless Void
301,Vengeful Spirit,Batrider,Rubick,Lifestealer,Slardar,Dark Seer,Oracle,Earth Spirit,Ember Spirit,Death Prophet
302,Vengeful Spirit,Medusa,Void Spirit,Rubick,Beastmaster,Phoenix,Doom,Shadow Demon,Tiny,Drow Ranger
303,Doom,Oracle,Puck,Faceless Void,Batrider,Dark Seer,Shadow Demon,Earth Spirit,Nature's Prophet,Lycan
304,Phoenix,Mars,Disruptor,Venomancer,Shadow Fiend,Mirana,Ogre Magi,Timbersaw,Ursa,Kunkka
305,Shadow Demon,Chen,Kunkka,Lifestealer,Slardar,Beastmaster,Earthshaker,Spectre,Oracle,Death Prophet
306,Tiny,Arc Warden,Snapfire,Nyx Assassin,Timbersaw,Phoenix,Doom,Void Spirit,Phantom Lancer,Clockwerk
307,Elder Titan,Zeus,Abaddon,Phantom Assassin,Beastmaster,Oracle,Batrider,Spectre,Tiny,Templar Assassin
308,Magnus,Oracle,Void Spirit,Juggernaut,Viper,Mirana,Ember Spirit,Lifestealer,Enchantress,Mars
309,Magnus,Tiny,Disruptor,Anti-Mage,Abaddon,Grimstroke,Batrider,Earthshaker,Storm Spirit,Terrorblade
310,Vengeful Spirit,Phoenix,Mars,Arc Warden,Ember Spirit,Tiny,Snapfire,Faceless Void,Ogre Magi,Centaur Warrunner
311,Phoenix,Beastmaster,Vengeful Spirit,Ember Spirit,Arc Warden,Faceless Void,Enchantress,Mirana,Kunkka,Anti-Mage
312,Clockwerk,Phoenix,Void Spirit,Pangolier,Troll Warlord,Disruptor,Earth Spirit,Magnus,Phantom Assassin,Puck
313,Venomancer,Earth Spirit,Bloodseeker,Outworld Devourer,Windranger,Vengeful Spirit,Terrorblade,Pangolier,Underlord,Broodmother
314,Phoenix,Pudge,Timbersaw,Vengeful Spirit,Templar Assassin,Faceless Void,Snapfire,Centaur Warrunner,Batrider,Ember Spirit
315,Bloodseeker,Crystal Maiden,Snapfire,Ember Spirit,Phantom Lancer,Ogre Magi,Morphling,Rubick,Kunkka,Earthshaker
316,Vengeful Spirit,Tiny,Venomancer,Queen of Pain,Templar Assassin,Treant Protector,Morphling,Phoenix,Centaur Warrunner,Storm Spirit
317,Tiny,Magnus,Oracle,Ursa,Void Spirit,Disruptor,Faceless Void,Snapfire,Centaur Warrunner,Templar Assassin
318,Tiny,Oracle,Nature's Prophet,Drow Ranger,Tusk,Disruptor,Bloodseeker,Morphling,Elder Titan,Kunkka
319,Tiny,Void Spirit,Tidehunter,Phantom Lancer,Bane,Grimstroke,Batrider,Lifestealer,Centaur Warrunner,Storm Spirit
320,Magnus,Disruptor,Sand King,Windranger,Morphling,Tiny,Faceless Void,Ogre Magi,Invoker,Bloodseeker
321,Snapfire,Tusk,Nature's Prophet,Spectre,Ember Spirit,Oracle,Faceless Void,Magnus,Pangolier,Timbersaw
322,Treant Protector,Rubick,Mars,Invoker,Arc Warden,Void Spirit,Jakiro,Faceless Void,Batrider,Kunkka
323,Bloodseeker,Oracle,Doom,Queen of Pain,Chaos Knight,Void Spirit,Grimstroke,Death Prophet,Riki,Centaur Warrunner
324,Tiny,Grimstroke,Mars,Spectre,Lich,Vengeful Spirit,Drow Ranger,Mirana,Ember Spirit,Viper
325,Phoenix,Vengeful Spirit,Sand King,Gyrocopter,Windranger,Faceless Void,Snapfire,Mirana,Ember Spirit,Abaddon
326,Grimstroke,Lifestealer,Clockwerk,Doom,Storm Spirit,Tiny,Bloodseeker,Vengeful Spirit,Drow Ranger,Windranger
327,Oracle,Batrider,Riki,Techies,Morphling,Void Spirit,Legion Commander,Grimstroke,Tidehunter,Naga Siren
328,Phoenix,Rubick,Faceless Void,Bloodseeker,Outworld Devourer,Tiny,Magnus,Vengeful Spirit,Drow Ranger,Tidehunter
329,Tiny,Winter Wyvern,Storm Spirit,Riki,Dragon Knight,Magnus,Oracle,Earth Spirit,Puck,Slark
330,Clockwerk,Anti-Mage,Legion Commander,Witch Doctor,Queen of Pain,Snapfire,Venomancer,Tusk,Io,Shadow Fiend
331,Mirana,Faceless Void,Winter Wyvern,Storm Spirit,Centaur Warrunner,Tiny,Magnus,Shadow Demon,Riki,Pugna
332,Phoenix,Mars,Tusk,Weaver,Queen of Pain,Snapfire,Juggernaut,Ember Spirit,Mirana,Pangolier
333,Faceless Void,Phoenix,Ogre Magi,Mars,Windranger,Doom,Grimstroke,Queen of Pain,Juggernaut,Ember Spirit
334,Faceless Void,Skywrath Mage,Kunkka,Clockwerk,Necrophos,Magnus,Mirana,Treant Protector,Spectre,Centaur Warrunner
335,Void Spirit,Timbersaw,Pangolier,Lich,Morphling,Magnus,Chen,Faceless Void,Nature's Prophet,Dark Seer
336,Magnus,Mirana,Oracle,Spectre,Ogre Magi,Winter Wyvern,Faceless Void,Legion Commander,Pangolier,Storm Spirit
337,Winter Wyvern,Legion Commander,Death Prophet,Skywrath Mage,Terrorblade,Magnus,Mirana,Undying,Phantom Assassin,Queen of Pain
338,Magnus,Rubick,Ogre Magi,Queen of Pain,Slark,Tiny,Winter Wyvern,Death Prophet,Faceless Void,Timbersaw
339,Oracle,Batrider,Phantom Lancer,Tusk,Viper,Doom,Void Spirit,Legion Commander,Spectre,Snapfire
340,Faceless Void,Snapfire,Queen of Pain,Tiny,Tidehunter,Phoenix,Clockwerk,Beastmaster,Spectre,Zeus
341,Magnus,Faceless Void,Skywrath Mage,Nature's Prophet,Storm Spirit,Tiny,Rubick,Venomancer,Troll Warlord,Io
342,Oracle,Dark Seer,Io,Troll Warlord,Spirit Breaker,Tiny,Anti-Mage,Undying,Magnus,Invoker
343,Tiny,Magnus,Phoenix,Slark,Undying,Oracle,Terrorblade,Tusk,Tidehunter,Nature's Prophet
344,Grimstroke,Queen of Pain,Earth Spirit,Vengeful Spirit,Troll Warlord,Magnus,Phoenix,Legion Commander,Anti-Mage,Enchantress
345,Clockwerk,Dark Seer,Juggernaut,Snapfire,Storm Spirit,Venomancer,Treant Protector,Phoenix,Faceless Void,Void Spirit
346,Tiny,Snapfire,Faceless Void,Storm Spirit,Death Prophet,Phoenix,Clockwerk,Oracle,Terrorblade,Ember Spirit
347,Disruptor,Faceless Void,Skywrath Mage,Axe,Batrider,Magnus,Tiny,Oracle,Troll Warlord,Beastmaster
348,Tiny,Grimstroke,Spectre,Clockwerk,Enigma,Doom,Disruptor,Tidehunter,Wraith King,Dark Willow
349,Vengeful Spirit,Terrorblade,Tidehunter,Skywrath Mage,Storm Spirit,Faceless Void,Snapfire,Clockwerk,Dark Seer,Void Spirit
350,Faceless Void,Timbersaw,Phoenix,Void Spirit,Oracle,Clockwerk,Snapfire,Grimstroke,Juggernaut,Viper
351,Tusk,Kunkka,Snapfire,Slark,Centaur Warrunner,Doom,Earth Spirit,Phantom Assassin,Grimstroke,Nature's Prophet
352,Tusk,Timbersaw,Spectre,Witch Doctor,Death Prophet,Doom,Earth Spirit,Crystal Maiden,Phantom Assassin,Necrophos
353,Snapfire,Terrorblade,Batrider,Sand King,Night Stalker,Void Spirit,Grimstroke,Nyx Assassin,Slark,Queen of Pain
354,Rubick,Magnus,Ogre Magi,Troll Warlord,Sand King,Phoenix,Spectre,Bane,Legion Commander,Pangolier
355,Void Spirit,Timbersaw,Pangolier,Undying,Phantom Assassin,Treant Protector,Clockwerk,Earth Spirit,Dark Seer,Morphling
356,Snapfire,Faceless Void,Necrophos,Rubick,Kunkka,Tiny,Void Spirit,Jakiro,Anti-Mage,Pugna
357,Mirana,Treant Protector,Bounty Hunter,Faceless Void,Pangolier,Tiny,Jakiro,Dark Seer,Spirit Breaker,Ursa
358,Tiny,Winter Wyvern,Legion Commander,Morphling,Puck,Clockwerk,Dark Seer,Disruptor,Void Spirit,Troll Warlord
359,Doom,Jakiro,Tusk,Riki,Dragon Knight,Tiny,Rubick,Clinkz,Clockwerk,Ember Spirit
360,Void Spirit,Lion,Legion Commander,Spectre,Nyx Assassin,Tiny,Puck,Vengeful Spirit,Medusa,Viper
361,Tiny,Jakiro,Pangolier,Templar Assassin,Slark,Ogre Magi,Mirana,Kunkka,Magnus,Bloodseeker
362,Mirana,Mars,Ursa,Winter Wyvern,Kunkka,Treant Protector,Doom,Rubick,Death Prophet,Nature's Prophet
363,Mirana,Nature's Prophet,Undying,Sand King,Ember Spirit,Elder Titan,Terrorblade,Axe,Windranger,Necrophos
364,Tiny,Nature's Prophet,Spectre,Ancient Apparition,Underlord,Enchantress,Earth Spirit,Necrophos,Terrorblade,Pangolier
365,Magnus,Terrorblade,Tusk,Io,Dazzle,Earth Spirit,Venomancer,Lich,Arc Warden,Windranger
366,Crystal Maiden,Snapfire,Centaur Warrunner,Juggernaut,Weaver,Phoenix,Axe,Elder Titan,Lifestealer,Invoker
367,Io,Sven,Clockwerk,Underlord,Nature's Prophet,Mirana,Enchantress,Beastmaster,Lifestealer,Death Prophet
368,Nature's Prophet,Terrorblade,Undying,Earthshaker,Clockwerk,Earth Spirit,Bloodseeker,Elder Titan,Zeus,Troll Warlord
369,Phoenix,Tiny,Winter Wyvern,Phantom Lancer,Slardar,Mirana,Lifestealer,Beastmaster,Silencer,Necrophos
370,Sand King,Terrorblade,Ogre Magi,Death Prophet,Zeus,Nature's Prophet,Earth Spirit,Crystal Maiden,Arc Warden,Invoker
371,Witch Doctor,Kunkka,Phoenix,Legion Commander,Spectre,Nature's Prophet,Windranger,Batrider,Drow Ranger,Pangolier
372,Clockwerk,Ember Spirit,Mirana,Bloodseeker,Juggernaut,Windranger,Void Spirit,Ogre Magi,Sven,Underlord
373,Bloodseeker,Warlock,Spirit Breaker,Lifestealer,Leshrac,Mirana,Axe,Lich,Storm Spirit,Ursa
374,Tiny,Spectre,Winter Wyvern,Axe,Storm Spirit,Enchantress,Earth Spirit,Death Prophet,Juggernaut,Kunkka
375,Io,Lina,Rubick,Ursa,Mars,Enchantress,Bloodseeker,Earth Spirit,Invoker,Juggernaut
376,Tiny,Phoenix,Undying,Troll Warlord,Axe,Earth Spirit,Enchantress,Bloodseeker,Juggernaut,Death Prophet
377,Phoenix,Faceless Void,Void Spirit,Ogre Magi,Abaddon,Clockwerk,Batrider,Vengeful Spirit,Underlord,Medusa
378,Undying,Ember Spirit,Windranger,Night Stalker,Gyrocopter,Tiny,Nature's Prophet,Silencer,Phoenix,Chaos Knight
379,Undying,Sven,Crystal Maiden,Legion Commander,Weaver,Tiny,Nature's Prophet,Ancient Apparition,Troll Warlord,Phoenix
380,Elder Titan,Phantom Assassin,Windranger,Beastmaster,Queen of Pain,Rubick,Pangolier,Lich,Gyrocopter,Legion Commander
381,Undying,Lycan,Lich,Pugna,Broodmother,Meepo,Puck,Bounty Hunter,Ursa,Ancient Apparition
382,Rubick,Doom,Undying,Morphling,Kunkka,Clockwerk,Silencer,Sven,Enigma,Void Spirit
383,Oracle,Sven,Earthshaker,Queen of Pain,Slark,Tiny,Nature's Prophet,Winter Wyvern,Dragon Knight,Magnus
384,Witch Doctor,Tiny,Legion Commander,Mirana,Clinkz,Crystal Maiden,Invoker,Windranger,Lycan,Pangolier
385,Tiny,Invoker,Enchantress,Batrider,Anti-Mage,Crystal Maiden,Dark Seer,Pangolier,Lifestealer,Sand King
386,Phoenix,Faceless Void,Lich,Void Spirit,Slark,Crystal Maiden,Rubick,Tidehunter,Ember Spirit,Arc Warden
387,Tiny,Anti-Mage,Winter Wyvern,Legion Commander,Necrophos,Doom,Disruptor,Lich,Slardar,Phantom Assassin
388,Io,Luna,Windranger,Underlord,Viper,Venomancer,Gyrocopter,Void Spirit,Undying,Earth Spirit
389,Ember Spirit,Jakiro,Legion Commander,Death Prophet,Faceless Void,Venomancer,Clockwerk,Disruptor,Sven,Windranger
390,Undying,Faceless Void,Rubick,Kunkka,Zeus,Ember Spirit,Nature's Prophet,Vengeful Spirit,Terrorblade,Legion Commander
391,Ember Spirit,Ogre Magi,Beastmaster,Rubick,Luna,Crystal Maiden,Dark Seer,Nyx Assassin,Kunkka,Spectre
392,Doom,Undying,Spectre,Rubick,Leshrac,Phoenix,Centaur Warrunner,Ogre Magi,Slark,Zeus
393,Winter Wyvern,Centaur Warrunner,Rubick,Snapfire,Juggernaut,Tiny,Doom,Undying,Morphling,Puck
394,Phoenix,Nyx Assassin,Nature's Prophet,Phantom Lancer,Necrophos,Treant Protector,Void Spirit,Crystal Maiden,Ursa,Centaur Warrunner
395,Bane,Legion Commander,Lina,Anti-Mage,Monkey King,Tiny,Lion,Wraith King,Beastmaster,Kunkka
396,Clinkz,Enchantress,Lion,Tidehunter,Queen of Pain,Void Spirit,Bounty Hunter,Lich,Gyrocopter,Mars
397,Ember Spirit,Anti-Mage,Venomancer,Witch Doctor,Bloodseeker,Void Spirit,Lina,Ogre Magi,Phantom Assassin,Slardar
398,Vengeful Spirit,Phoenix,Storm Spirit,Elder Titan,Drow Ranger,Void Spirit,Terrorblade,Ogre Magi,Beastmaster,Lina
399,Queen of Pain,Void Spirit,Elder Titan,Templar Assassin,Kunkka,Nature's Prophet,Ogre Magi,Skywrath Mage,Centaur Warrunner,Slark
400,Mirana,Puck,Ember Spirit,Ogre Magi,Weaver,Clockwerk,Void Spirit,Elder Titan,Anti-Mage,Venomancer
401,Earthshaker,Phantom Lancer,Underlord,Rubick,Ancient Apparition,Queen of Pain,Clockwerk,Timbersaw,Alchemist,Elder Titan
402,Viper,Kunkka,Ursa,Earth Spirit,Bounty Hunter,Ember Spirit,Nature's Prophet,Grimstroke,Riki,Legion Commander
403,Keeper of the Light,Bristleback,Tusk,Dazzle,Templar Assassin,Earthshaker,Enchantress,Spectre,Queen of Pain,Pangolier
404,Keeper of the Light,Ember Spirit,Pangolier,Sand King,Alchemist,Enchantress,Io,Earthshaker,Gyrocopter,Centaur Warrunner
405,Phoenix,Viper,Clockwerk,Bloodseeker,Ember Spirit,Enchantress,Ursa,Pangolier,Queen of Pain,Vengeful Spirit
406,Winter Wyvern,Slark,Earthshaker,Witch Doctor,Legion Commander,Beastmaster,Mirana,Clockwerk,Queen of Pain,Luna
407,Chen,Sven,Mirana,Elder Titan,Batrider,Vengeful Spirit,Mars,Doom,Troll Warlord,Earth Spirit
408,Clockwerk,Magnus,Rubick,Lifestealer,Ember Spirit,Tiny,Bloodseeker,Oracle,Templar Assassin,Slark
409,Tiny,Chen,Anti-Mage,Death Prophet,Tidehunter,Venomancer,Pangolier,Mirana,Queen of Pain,Sven
410,Venomancer,Pangolier,Lich,Anti-Mage,Queen of Pain,Vengeful Spirit,Drow Ranger,Mirana,Underlord,Puck
411,Phoenix,Mars,Nature's Prophet,Phantom Lancer,Windranger,Vengeful Spirit,Drow Ranger,Pangolier,Chen,Sven
412,Rubick,Clockwerk,Sand King,Morphling,Gyrocopter,Bloodseeker,Tiny,Chen,Slark,Kunkka
413,Io,Tusk,Void Spirit,Anti-Mage,Puck,Gyrocopter,Ancient Apparition,Ember Spirit,Grimstroke,Night Stalker
414,Io,Gyrocopter,Void Spirit,Dark Seer,Brewmaster,Doom,Warlock,Underlord,Spectre,Earth Spirit
415,Chen,Dark Seer,Earth Spirit,Slark,Lycan,Venomancer,Doom,Mirana,Faceless Void,Ancient Apparition
416,Phoenix,Faceless Void,Brewmaster,Puck,Kunkka,Tiny,Lich,Beastmaster,Anti-Mage,Skywrath Mage
417,Ogre Magi,Puck,Morphling,Oracle,Pangolier,Phoenix,Clockwerk,Earth Spirit,Anti-Mage,Pugna
418,Rubick,Undying,Venomancer,Faceless Void,Invoker,Doom,Clockwerk,Queen of Pain,Naga Siren,Dark Seer
419,Doom,Clockwerk,Rubick,Venomancer,Lifestealer,Mirana,Ogre Magi,Io,Gyrocopter,Earth Spirit
420,Io,Doom,Rubick,Beastmaster,Anti-Mage,Clockwerk,Faceless Void,Disruptor,Venomancer,Invoker
421,Doom,Ember Spirit,Oracle,Troll Warlord,Ancient Apparition,Ogre Magi,Nature's Prophet,Phoenix,Morphling,Pangolier
422,Phoenix,Mars,Terrorblade,Clockwerk,Void Spirit,Doom,Mirana,Ogre Magi,Pangolier,Queen of Pain
423,Mirana,Vengeful Spirit,Luna,Dragon Knight,Earthshaker,Ogre Magi,Winter Wyvern,Io,Gyrocopter,Tiny
